Wage,Age,Club,League,Nation,Position,Apps,Caps
"923,000",31,Espanyol,La Liga,DEN,Forward,363,60
"923,000",34,Vigo,La Liga,ARG,Goalkeeper,420,8
"921,000",26,Real Hispalis,La Liga,ESP,Defender,202,0
"920,000",20,FC Porto,Primiera Liga,BRA,Forward,49,0
"917,000",27,Udinese,Serie A,NGA,Defender,192,0
"917,000",23,Udinese,Serie A,CMR,Defender,53,0
"914,000",32,Brianza,Serie A,ITA,Defender,220,0
"910,000",19,Brentford,Premier League,WAL,Defender,22,0
"910,000",25,Sevilla,La Liga,ARG,Defender,92,16
"908,000",24,Benfica,Primiera Liga,DEN,Defender,185,3
"903,000",25,Getafe,La Liga,TUR,Forward,257,27
"903,000",29,Getafe,La Liga,ESP,Goalkeeper,230,0
"903,000",23,A. Bilbao,La Liga,ESP,Defender,151,0
"903,000",29,A. Bilbao,La Liga,ESP,Midfilder,268,0
"902,000",23,Sassuolo,Serie A,ITA,Defender,86,0
"898,000",31,Montpellier,Ligue 1 Uber Eats,FRA,Goalkeeper,291,0
"897,000",21,Atalanta,Serie A,ITA,Defender,43,0
"897,000",28,RC Lens,Ligue 1 Uber Eats,FRA,Goalkeeper,177,0
"897,000",26,Union Berlin,Bundesliga,NOR,Midfilder,226,9
"897,000",25,Estoril Praia,Primiera Liga,POR,Forward,221,0
"897,000",23,FC Augsburg,Bundesliga,GER,Midfilder,117,0
"897,000",22,OGC Nice,Ligue 1 Uber Eats,FRA,Midfilder,92,0
"897,000",26,Union Berlin,Bundesliga,GER,Defender,186,0
"893,000",22,Villarreal,La Liga,ESP,Defender,139,0
"893,000",21,Villarreal,La Liga,SEN,Forward,55,0
"888,000",21,Milan,Serie A,GER,Defender,60,0
"888,000",22,Milan,Serie A,FRA,Midfilder,101,0
"885,000",25,Cremonese,Serie A,SUI,Midfilder,199,0
"885,000",23,Brianza,Serie A,ITA,Defender,175,0
"885,000",25,Cremonese,Serie A,NGA,Forward,159,0
"885,000",28,Salento,Serie A,ITA,Forward,228,0
"884,000",25,Hertha Berlin,Bundesliga,CRO,Midfilder,228,1
"883,000",23,RC Lens,Ligue 1 Uber Eats,ARG,Defender,94,2
"881,000",38,Eintracht Frankfurt,Bundesliga,JPN,Defender,513,114
"881,000",31,Cadiz,La Liga,ESP,Forward,332,0
"881,000",26,Cadiz,La Liga,COD,Midfilder,239,3
"878,000",24,Hertha Berlin,Bundesliga,CIV,Forward,107,0
"877,000",31,Empoli,Serie A,ITA,Forward,289,8
"876,000",23,FC Porto,Primiera Liga,POR,Defender,83,0
"876,000",23,FC Nantes,Ligue 1 Uber Eats,FRA,Goalkeeper,242,0
"875,000",21,Sporting CP,Primiera Liga,URU,Midfilder,103,5
"872,000",26,A. Madrid,La Liga,CRO,Goalkeeper,150,2
"862,000",29,SC Freiburg,Bundesliga,ITA,Midfilder,278,6
"862,000",22,Bologna,Serie A,ITA,Defender,104,0
"862,000",24,Borussia Dortmund,Bundesliga,GER,Defender,74,0
"862,000",27,Hertha Berlin,Bundesliga,GER,Defender,205,0
"862,000",25,FC Augsburg,Bundesliga,BRA,Defender,104,0
"862,000",30,Union Berlin,Bundesliga,DEN,Goalkeeper,208,8
"862,000",30,VfL Bochum,Bundesliga,UKR,Defender,190,12
"860,000",29,Union Berlin,Bundesliga,FRA,Defender,248,0
"860,000",19,VfL Wolfsburg,Bundesliga,USA,Defender,48,0
"860,000",25,Mainz 05,Bundesliga,NOR,Defender,193,12
"860,000",35,Union Berlin,Bundesliga,AUT,Defender,421,23
"860,000",30,Bayer 04,Bundesliga,RUS,Goalkeeper,152,7
"860,000",28,Union Berlin,Bundesliga,GER,Midfilder,271,0
"860,000",21,Schalke 04,Bundesliga,GER,Midfilder,70,0
"860,000",24,Mainz 05,Bundesliga,GER,Defender,92,0
"860,000",24,Verona,Serie A,NED,Defender,148,0
"860,000",25,Schalke 04,Bundesliga,NED,Defender,138,0
"860,000",21,Union Berlin,Bundesliga,GER,Forward,82,0
"860,000",21,Schalke 04,Bundesliga,AUT,Defender,78,0
"860,000",28,Schalke 04,Bundesliga,SUI,Defender,249,0
"859,000",24,AS Monaco,Ligue 1 Uber Eats,BRA,Midfilder,102,0
"859,000",29,1. FC Koln,Bundesliga,GHA,Midfilder,247,0
"859,000",22,Borussia Dortmund,Bundesliga,ESP,Defender,21,0
"859,000",27,Hoffenheim,Bundesliga,NGA,Defender,216,4
"859,000",27,Verona,Serie A,SVK,Midfilder,238,59
"859,000",28,SC Freiburg,Bundesliga,AUT,Forward,355,39
"858,000",21,Benfica,Primiera Liga,BRA,Defender,62,0
"858,000",30,Getafe,La Liga,TOG,Defender,263,67
"858,000",26,Getafe,La Liga,URU,Midfilder,218,12
"853,000",30,A. Bilbao,La Liga,ESP,Defender,318,0
"845,000",29,Atletico Pamplona,La Liga,ESP,Midfilder,335,0
"839,000",29,Benfica,Primiera Liga,BRA,Defender,182,0
"832,000",26,Benfica,Primiera Liga,SRB,Defender,181,9
"832,000",32,Brighton,Premier League,ENG,Goalkeeper,272,0
"831,000",30,Espanyol,La Liga,ESP,Defender,291,0
"830,000",21,Sporting CP,Primiera Liga,POR,Defender,53,0
"830,000",37,Cadiz,La Liga,ESP,Forward,593,21
"830,000",29,Cadiz,La Liga,HON,Forward,354,40
"830,000",33,Valladolid,La Liga,ESP,Forward,356,0
"830,000",30,Elche,La Liga,ESP,Defender,328,0
"829,000",24,FC Augsburg,Bundesliga,GER,Midfilder,187,0
"829,000",22,Benfica,Primiera Liga,DEN,Forward,77,0
"828,000",21,Sassuolo,Serie A,URU,Forward,67,4
"827,000",24,Benfica,Primiera Liga,CRO,Forward,149,0
"825,000",34,Reims,Ligue 1 Uber Eats,MAR,Defender,319,10
"825,000",24,FC Nantes,Ligue 1 Uber Eats,FRA,Midfilder,211,0
"825,000",28,Strasbourg,Ligue 1 Uber Eats,CIV,Midfilder,196,2
"824,000",35,Real Hispalis,La Liga,MEX,Midfilder,475,175
"818,000",22,Inter,Serie A,ITA,Defender,63,0
"818,000",25,FC Porto,Primiera Liga,CAN,Midfilder,202,24
"817,000",28,Schalke 04,Bundesliga,FIN,Defender,256,60
"817,000",21,VfL Wolfsburg,Bundesliga,GER,Defender,75,0
"815,000",21,RC Lens,Ligue 1 Uber Eats,POR,Forward,46,0
"815,000",22,RC Lens,Ligue 1 Uber Eats,GHA,Midfilder,48,0
"813,000",27,Getafe,La Liga,POR,Defender,242,3
"807,000",25,Valladolid,La Liga,MAR,Midfilder,159,22
"807,000",23,Salernitana,Serie A,NOR,Midfilder,139,0
"803,000",29,A. Bilbao,La Liga,ESP,Defender,233,0
"802,000",24,Torino,Serie A,ENG,Midfilder,125,0
"802,000",41,Sassuolo,Serie A,ITA,Goalkeeper,361,0
"802,000",39,Sampdoria,Serie A,ITA,Forward,625,28
"802,000",31,Udinese,Serie A,ITA,Goalkeeper,289,0
"802,000",22,Bournemouth,Premier League,CIV,Midfilder,139,4
"802,000",24,Sassuolo,Serie A,ITA,Defender,102,0
"802,000",30,Verona,Serie A,ITA,Defender,316,0
"802,000",30,Verona,Serie A,ITA,Defender,286,0
"802,000",24,Spezia,Serie A,POL,Midfilder,163,5
"802,000",36,Verona,Serie A,POR,Midfilder,400,56
"802,000",25,Estoril Praia,Primiera Liga,BRA,Forward,188,0
"800,000",24,FC Porto,Primiera Liga,BRA,Midfilder,191,0
"798,000",24,Hertha Berlin,Bundesliga,URU,Defender,94,1
"797,000",28,Bologna,Serie A,GRE,Defender,222,6
"797,000",29,Empoli,Serie A,CIV,Midfilder,226,16
"797,000",27,Fiorentina,Serie A,CZE,Midfilder,203,31
"797,000",25,Salernitana,Serie A,ITA,Forward,168,0
"797,000",23,Almeria,La Liga,ESP,Defender,192,1
"793,000",21,Spezia,Serie A,ITA,Midfilder,117,0
"791,000",27,Sporting CP,Primiera Liga,JPN,Midfilder,203,15
"787,000",40,Villarreal,La Liga,ESP,Goalkeeper,677,36
"787,000",23,Mallorca,La Liga,ESP,Midfilder,192,0
"786,000",22,Reims,Ligue 1 Uber Eats,BEL,Defender,91,0
"785,000",34,Vallecano,La Liga,ARG,Midfilder,482,0
"785,000",27,Vallecano,La Liga,ESP,Midfilder,290,0
"785,000",25,Hertha Berlin,Bundesliga,ENG,Defender,121,0
"785,000",21,Benfica,Primiera Liga,POR,Forward,79,0
"785,000",25,Eintracht Frankfurt,Bundesliga,CRO,Midfilder,164,4
"785,000",28,Hertha Berlin,Bundesliga,NED,Midfilder,263,1
"780,000",18,Chelsea,Premier League,ENG,Midfilder,0,0
"780,000",32,Nottm Forest,Premier League,IRL,Midfilder,358,19
"780,000",22,Chelsea,Premier League,ENG,Midfilder,114,4
"780,000",29,Wolves,Premier League,ENG,Goalkeeper,404,0
"780,000",18,Brighton,Premier League,PAR,Forward,59,5
"780,000",18,Chelsea,Premier League,ENG,Midfilder,0,0
"780,000",32,Nottm Forest,Premier League,MSR,Forward,472,13
"780,000",19,Brighton,Premier League,ENG,Defender,32,0
"780,000",24,Nottm Forest,Premier League,ENG,Forward,167,0
"780,000",25,Fulham,Premier League,SVK,Goalkeeper,192,17
"780,000",23,Santa Clara,Primiera Liga,POR,Midfilder,77,0
"780,000",21,Leeds,Premier League,NOR,Goalkeeper,99,0
"780,000",19,Liverpool,Premier League,SCO,Defender,28,0
"778,000",29,FC Lorient,Ligue 1 Uber Eats,FRA,Midfilder,239,0
"776,000",27,Torino,Serie A,KOS,Defender,212,45
"776,000",24,Fiorentina,Serie A,BRA,Defender,143,0
"776,000",24,Bologna,Serie A,ARG,Midfilder,152,11
"776,000",22,Capitoline,Serie A,FRA,Defender,36,0
"776,000",30,Bologna,Serie A,ITA,Goalkeeper,256,0
"776,000",28,Sassuolo,Serie A,GER,Defender,184,0
"776,000",21,Real Hispalis,La Liga,BRA,Forward,77,0
"776,000",23,Elche,La Liga,ESP,Midfilder,101,0
"776,000",20,Atletico Pamplona,La Liga,MAR,Midfilder,90,0
"774,000",25,Vigo,La Liga,ESP,Goalkeeper,120,0
"774,000",21,OL,Ligue 1 Uber Eats,CIV,Defender,44,9
"774,000",27,Schalke 04,Bundesliga,GER,Defender,234,0
"774,000",24,AS Monaco,Ligue 1 Uber Eats,FRA,Defender,117,0
"774,000",28,Union Berlin,Bundesliga,GER,Midfilder,276,0
"774,000",26,VfB Stuttgart,Bundesliga,GER,Defender,167,0
"772,000",23,AS Monaco,Ligue 1 Uber Eats,SEN,Defender,104,0
"770,000",22,Salernitana,Serie A,NOR,Forward,124,0
"770,000",20,Salento,Serie A,ESP,Midfilder,3,0
"770,000",27,Salernitana,Serie A,TUN,Defender,218,35
"767,000",28,Brianza,Serie A,ITA,Midfilder,317,0
"762,000",27,Valencia,La Liga,ESP,Midfilder,286,0
"756,000",29,Sporting CP,Primiera Liga,POR,Defender,270,0
"756,000",28,Atletico Pamplona,La Liga,ESP,Midfilder,343,0
"755,000",27,Sporting CP,Primiera Liga,BRA,Midfilder,123,0
"752,000",23,FC Augsburg,Bundesliga,ENG,Defender,94,0
"752,000",33,VfL Bochum,Bundesliga,GER,Goalkeeper,433,0
"752,000",29,SC Freiburg,Bundesliga,GER,Defender,319,6
"751,000",27,Sporting CP,Primiera Liga,POR,Forward,158,0
"748,000",19,Borussia M'gladbach,Bundesliga,USA,Defender,55,2
"747,000",29,RC Lens,Ligue 1 Uber Eats,FRA,Defender,270,0
"742,000",27,VfL Bochum,Bundesliga,CMR,Midfilder,236,29
"741,000",27,Vallecano,La Liga,ESP,Defender,291,0
"740,000",27,Sporting CP,Primiera Liga,POR,Defender,203,0
"738,000",33,Espanyol,La Liga,ESP,Defender,343,1
"736,000",23,LOSC,Ligue 1 Uber Eats,KOS,Midfilder,101,28
"735,000",30,Villarreal,La Liga,COL,Defender,271,21
"733,000",23,BRG,Primiera Liga,FRA,Defender,114,0
"731,000",21,Schalke 04,Bundesliga,GER,Defender,40,0
"731,000",23,Mainz 05,Bundesliga,GER,Midfilder,127,2
"731,000",23,Schalke 04,Bundesliga,GER,Defender,50,0
"731,000",34,Borussia M'gladbach,Bundesliga,GER,Goalkeeper,235,0
"731,000",29,Mainz 05,Bundesliga,GER,Defender,206,0
"731,000",28,Schalke 04,Bundesliga,TUR,Forward,218,31
"729,000",25,VfB Stuttgart,Bundesliga,POR,Defender,176,0
"727,000",33,Real Hispalis,La Liga,ESP,Defender,349,0
"726,000",32,Cadiz,La Liga,ESP,Defender,299,0
"726,000",29,Cadiz,La Liga,ARG,Goalkeeper,141,0
"726,000",20,Capitoline,Serie A,POL,Defender,20,5
"723,000",23,VfB Stuttgart,Bundesliga,JPN,Defender,95,3
"722,000",25,Cadiz,La Liga,ESP,Midfilder,230,0
"722,000",30,Cadiz,La Liga,ESP,Defender,253,0
"722,000",38,Rennes,Ligue 1 Uber Eats,FRA,Goalkeeper,227,0
"722,000",28,Strasbourg,Ligue 1 Uber Eats,GHA,Defender,195,17
"721,000",28,Strasbourg,Ligue 1 Uber Eats,BIH,Midfilder,183,14
"718,000",24,Salento,Serie A,ITA,Defender,115,0
"717,000",29,Reims,Ligue 1 Uber Eats,JPN,Midfilder,257,36
"716,000",25,Brianza,Serie A,ITA,Goalkeeper,162,0
"716,000",30,Parthenope,Serie A,POL,Defender,282,43
"713,000",19,Empoli,Serie A,ITA,Forward,5,0
"713,000",24,Cremonese,Serie A,GEO,Defender,119,0
"713,000",25,Salernitana,Serie A,FRA,Defender,221,0
"713,000",25,FC Augsburg,Bundesliga,FRA,Forward,139,0
"712,000",28,Atletico Pamplona,La Liga,ESP,Defender,269,0
"712,000",33,Atletico Pamplona,La Liga,ESP,Defender,350,0
"712,000",24,Atletico Pamplona,La Liga,ESP,Midfilder,170,0
"712,000",29,Real San Sebastian,La Liga,ESP,Defender,271,0
"712,000",26,Real San Sebastian,La Liga,ESP,Defender,177,0
"704,000",23,Cremonese,Serie A,MEX,Defender,158,6
"702,000",19,OL,Ligue 1 Uber Eats,FRA,Midfilder,59,0
"702,000",22,OM,Ligue 1 Uber Eats,MAR,Midfilder,74,7
"702,000",34,A. Bilbao,La Liga,ESP,Defender,393,0
"699,000",25,Hertha Berlin,Bundesliga,CRO,Defender,174,6
"697,000",35,AC Ajaccio,Ligue 1 Uber Eats,FRA,Midfilder,477,0
"695,000",32,LOSC,Ligue 1 Uber Eats,FRA,Midfilder,267,0
"695,000",20,Sporting CP,Primiera Liga,GRE,Midfilder,68,5
"692,000",32,Espanyol,La Liga,ESP,Forward,393,0
"690,000",32,SC Freiburg,Bundesliga,FRA,Defender,363,0
"688,000",21,OGC Nice,Ligue 1 Uber Eats,FRA,Defender,54,0
"688,000",25,Schalke 04,Bundesliga,GER,Midfilder,145,0
"688,000",31,VfB Stuttgart,Bundesliga,JPN,Midfilder,406,73
"688,000",32,Union Berlin,Bundesliga,GER,Midfilder,323,0
"688,000",23,Mainz 05,Bundesliga,NED,Forward,96,0
"688,000",30,Schalke 04,Bundesliga,FRA,Defender,269,0
"687,000",25,Valencia,La Liga,GUI,Defender,137,0
"687,000",29,VfL Bochum,Bundesliga,GER,Defender,270,0
"687,000",23,Union Berlin,Bundesliga,GER,Goalkeeper,84,0
"684,000",29,Sampdoria,Serie A,ESP,Forward,280,0
"679,000",22,Real Hispalis,La Liga,ESP,Midfilder,103,0
"679,000",25,Real Hispalis,La Liga,ESP,Defender,152,0
"674,000",24,Strasbourg,Ligue 1 Uber Eats,FRA,Midfilder,157,0
"672,000",34,FC Augsburg,Bundesliga,POL,Goalkeeper,291,0
"672,000",22,Troyes,Ligue 1 Uber Eats,CRO,Midfilder,107,0
"672,000",31,Angers SCO,Ligue 1 Uber Eats,ALG,Defender,247,37
"672,000",32,Eintracht Frankfurt,Bundesliga,USA,Defender,315,29
"672,000",23,Sassuolo,Serie A,NOR,Midfilder,149,17
"672,000",25,Valencia,La Liga,BRA,Forward,180,0
"672,000",23,RC Lens,Ligue 1 Uber Eats,AUT,Defender,123,10
"672,000",27,Angers SCO,Ligue 1 Uber Eats,ALG,Midfilder,166,35
"672,000",26,AS Monaco,Ligue 1 Uber Eats,FRA,Goalkeeper,206,0
"672,000",35,Hertha Berlin,Bundesliga,SVK,Defender,429,112
"672,000",21,Hoffenheim,Bundesliga,GER,Midfilder,81,0
"672,000",24,Hertha Berlin,Bundesliga,GER,Midfilder,193,0
"672,000",29,Montpellier,Ligue 1 Uber Eats,FRA,Defender,248,0
"672,000",23,VfB Stuttgart,Bundesliga,FRA,Defender,71,0
"672,000",28,Montpellier,Ligue 1 Uber Eats,GUI,Defender,248,68
"672,000",24,SC Freiburg,Bundesliga,JPN,Midfilder,174,26
"672,000",27,Rennes,Ligue 1 Uber Eats,FRA,Midfilder,297,0
"672,000",22,RC Lens,Ligue 1 Uber Eats,BEL,Forward,107,3
"672,000",28,1. FC Koln,Bundesliga,DEN,Defender,327,1
"672,000",25,Union Berlin,Bundesliga,TUN,Midfilder,157,22
"672,000",20,Rennes,Ligue 1 Uber Eats,BEL,Forward,82,10
"672,000",28,Elche,La Liga,ARG,Defender,179,0
"670,000",31,Montpellier,Ligue 1 Uber Eats,POR,Defender,280,1
"668,000",27,Rennes,Ligue 1 Uber Eats,POR,Midfilder,205,0
"667,000",28,Atletico Pamplona,La Liga,ARG,Forward,218,0
"664,000",26,Udinese,Serie A,BRA,Defender,146,0
"664,000",24,Sassuolo,Serie A,FRA,Midfilder,182,0
"664,000",20,Atalanta,Serie A,FRA,Defender,38,0
"664,000",21,Brianza,Serie A,BUL,Defender,78,11
"664,000",32,Udinese,Serie A,GER,Midfilder,303,0
"664,000",26,Salernitana,Serie A,MLI,Midfilder,164,29
"663,000",37,Hertha Berlin,Bundesliga,NOR,Goalkeeper,399,72
"662,000",24,Espanyol,La Liga,ESP,Goalkeeper,130,1
"661,000",22,FC Porto,Primiera Liga,POR,Defender,90,0
"661,000",26,Real San Sebastian,La Liga,ESP,Forward,208,0
"660,000",27,Sporting CP,Primiera Liga,BRA,Defender,155,0
"658,000",29,Salernitana,Serie A,NGA,Defender,226,62
"657,000",25,Almeria,La Liga,ARG,Midfilder,117,0
"657,000",30,Almeria,La Liga,ESP,Midfilder,277,0
"655,000",21,Salento,Serie A,ZAM,Forward,73,4
"655,000",28,Salento,Serie A,GAM,Forward,180,32
"655,000",37,Cremonese,Serie A,ITA,Forward,543,0
"655,000",21,Sassuolo,Serie A,NOR,Forward,110,0
"654,000",30,Elche,La Liga,ESP,Goalkeeper,342,0
"654,000",36,Vallecano,La Liga,COL,Forward,419,102
"654,000",33,Valladolid,La Liga,ESP,Goalkeeper,340,1
"654,000",25,Vallecano,La Liga,ESP,Midfilder,207,0
"654,000",40,Vallecano,La Liga,ESP,Goalkeeper,559,1
"653,000",30,Rennes,Ligue 1 Uber Eats,MLI,Defender,292,42
"650,000",18,Sporting CP,Primiera Liga,CIV,Defender,0,0
"650,000",25,SC Freiburg,Bundesliga,GER,Midfilder,250,0
"649,000",22,OGC Nice,Ligue 1 Uber Eats,ALG,Midfilder,106,10
"649,000",22,FC Lorient,Ligue 1 Uber Eats,FRA,Midfilder,106,0
"646,000",31,Espanyol,La Liga,URU,Defender,398,0
"646,000",27,OM,Ligue 1 Uber Eats,ESP,Goalkeeper,180,0
"645,000",21,VfL Wolfsburg,Bundesliga,GER,Midfilder,21,0
"645,000",29,Brianza,Serie A,ITA,Forward,302,1
"645,000",31,Brest,Ligue 1 Uber Eats,NED,Goalkeeper,290,1
"645,000",29,Union Berlin,Bundesliga,GER,Midfilder,262,0
"645,000",24,VfB Stuttgart,Bundesliga,GER,Midfilder,155,0
"645,000",20,1. FC Koln,Bundesliga,GER,Midfilder,74,0
"645,000",20,Borussia M'gladbach,Bundesliga,GER,Goalkeeper,47,0
"645,000",33,SV Werder,Bundesliga,GER,Defender,385,0
"645,000",24,FC Augsburg,Bundesliga,GER,Defender,125,0
"645,000",25,SC Freiburg,Bundesliga,HUN,Midfilder,194,36
"645,000",28,Schalke 04,Bundesliga,SUI,Forward,305,0
"645,000",21,VfL Wolfsburg,Bundesliga,NED,Defender,64,0
"643,000",22,Clermont,Ligue 1 Uber Eats,GHA,Defender,49,2
"642,000",26,RC Lens,Ligue 1 Uber Eats,POL,Forward,180,9
"642,000",28,RC Lens,Ligue 1 Uber Eats,FRA,Defender,231,0
"638,000",21,Torino,Serie A,CZE,Defender,58,11
"638,000",27,Fiorentina,Serie A,ITA,Defender,200,0
"638,000",39,Spezia,Serie A,ITA,Goalkeeper,358,11
"638,000",23,Bologna,Serie A,SCO,Midfilder,150,4
"638,000",31,Brianza,Serie A,ITA,Defender,338,0
"638,000",28,Cremonese,Serie A,ITA,Defender,131,0
"638,000",26,Spezia,Serie A,ANG,Forward,183,5
"638,000",22,Salernitana,Serie A,ITA,Defender,64,0
"638,000",30,Spezia,Serie A,ITA,Defender,175,0
"638,000",26,Spezia,Serie A,ITA,Forward,188,0
"638,000",22,Parthenope,Serie A,ITA,Midfilder,86,0
"638,000",25,Sassuolo,Serie A,ITA,Defender,77,0
"638,000",25,Torino,Serie A,SRB,Goalkeeper,94,4
"638,000",23,Spezia,Serie A,COL,Midfilder,109,0
"636,000",25,Capitoline,Serie A,GUI,Midfilder,163,21
"636,000",21,Capitoline,Serie A,GAM,Midfilder,6,13
"636,000",25,Cadiz,La Liga,ESP,Defender,205,0
"632,000",27,Getafe,La Liga,ESP,Midfilder,245,0
"632,000",25,Getafe,La Liga,ESP,Forward,197,0
"628,000",31,Toulouse FC,Ligue 1 Uber Eats,BEL,Midfilder,323,0
"624,000",21,Liverpool,Premier League,ENG,Defender,40,0
"624,000",20,Brighton,Premier League,ECU,Forward,5,12
"624,000",20,Schalke 04,Bundesliga,NED,Defender,88,0
"621,000",28,FC Lorient,Ligue 1 Uber Eats,SUI,Goalkeeper,225,4
"620,000",21,Eintracht Frankfurt,Bundesliga,FRA,Defender,69,0
"619,000",25,Montpellier,Ligue 1 Uber Eats,MLI,Defender,160,21
"619,000",27,Reims,Ligue 1 Uber Eats,BEL,Defender,350,10
"619,000",22,LOSC,Ligue 1 Uber Eats,USA,Forward,75,25
"619,000",25,Angers SCO,Ligue 1 Uber Eats,CIV,Defender,128,4
"619,000",26,Strasbourg,Ligue 1 Uber Eats,RSA,Forward,117,14
"616,000",24,FC Porto,Primiera Liga,POR,Midfilder,60,0
"612,000",24,Spezia,Serie A,FRA,Defender,175,0
"608,000",23,OGC Nice,Ligue 1 Uber Eats,BDI,Defender,85,17
"605,000",27,1. FC Koln,Bundesliga,GER,Goalkeeper,272,0
"605,000",24,Sporting CP,Primiera Liga,CPV,Forward,108,5
"603,000",24,VfB Stuttgart,Bundesliga,CRO,Defender,127,6
"602,000",22,Parthenope,Serie A,ITA,Forward,77,13
"602,000",25,Vigo,La Liga,ESP,Defender,137,1
"598,000",27,Reims,Ligue 1 Uber Eats,KOS,Forward,193,29
"598,000",24,Salernitana,Serie A,CYP,Midfilder,125,47
"597,000",30,SV Werder,Bundesliga,GER,Defender,331,0
"590,000",24,1. FC Koln,Bundesliga,GER,Defender,104,0
"583,000",24,BRG,Primiera Liga,SRB,Midfilder,159,8
"583,000",22,SV Werder,Bundesliga,GER,Defender,92,0
"581,000",27,Toulouse FC,Ligue 1 Uber Eats,NED,Midfilder,261,0
"578,000",31,Atletico Pamplona,La Liga,ESP,Defender,327,0
"576,000",23,Barcelona,La Liga,ESP,Goalkeeper,65,0
"576,000",20,Valencia,La Liga,ESP,Midfilder,56,0
"572,000",24,LOSC,Ligue 1 Uber Eats,GUI,Forward,115,21
"572,000",24,Sporting CP,Primiera Liga,BRA,Forward,122,0
"572,000",23,VfB Stuttgart,Bundesliga,COD,Midfilder,109,0
"572,000",27,AJ Auxerre,Ligue 1 Uber Eats,ALG,Defender,173,1
"572,000",29,Clermont,Ligue 1 Uber Eats,SEN,Goalkeeper,106,0
"572,000",33,Clermont,Ligue 1 Uber Eats,FRA,Midfilder,342,8
"570,000",21,OL,Ligue 1 Uber Eats,SWE,Forward,71,0
"568,000",24,Milan,Serie A,COL,Goalkeeper,28,0
"568,000",23,OGC Nice,Ligue 1 Uber Eats,SUI,Defender,168,7
"567,000",27,1. FC Koln,Bundesliga,GER,Defender,199,0
"567,000",29,Troyes,Ligue 1 Uber Eats,FRA,Midfilder,292,0
"567,000",36,RC Lens,Ligue 1 Uber Eats,FRA,Goalkeeper,275,0
"567,000",27,RC Lens,Ligue 1 Uber Eats,FRA,Forward,177,0
"567,000",32,Elche,La Liga,ESP,Defender,316,0
"567,000",27,Mallorca,La Liga,URU,Defender,179,16
"567,000",28,Vallecano,La Liga,MKD,Goalkeeper,321,56
"567,000",30,Vallecano,La Liga,ALB,Defender,317,6
"567,000",32,Elche,La Liga,ESP,Midfilder,450,0
"566,000",21,Empoli,Serie A,ITA,Forward,54,0
"561,000",30,Hertha Berlin,Bundesliga,TUR,Midfilder,220,3
"560,000",29,VfL Bochum,Bundesliga,AUT,Midfilder,244,0
"560,000",31,Union Berlin,Bundesliga,GER,Forward,328,0
"560,000",26,Union Berlin,Bundesliga,GER,Midfilder,203,0
"560,000",29,Cremonese,Serie A,ITA,Forward,322,0
"560,000",32,SC Freiburg,Bundesliga,GER,Midfilder,361,0
"560,000",28,VfL Bochum,Bundesliga,GRE,Defender,173,32
"560,000",27,Hoffenheim,Bundesliga,GER,Midfilder,194,0
"560,000",24,FC Augsburg,Bundesliga,BIH,Forward,140,13
"560,000",29,1. FC Koln,Bundesliga,ARM,Midfilder,268,34
"560,000",27,VfB Stuttgart,Bundesliga,GER,Goalkeeper,147,0
"560,000",28,Brianza,Serie A,ITA,Midfilder,212,0
"560,000",24,1. FC Koln,Bundesliga,AUT,Defender,191,3
"560,000",26,SC Freiburg,Bundesliga,AUT,Defender,200,9
"559,000",22,SV Werder,Bundesliga,BUL,Midfilder,51,0
"559,000",25,Bayer 04,Bundesliga,AUT,Goalkeeper,156,3
"559,000",25,Real San Sebastian,La Liga,ESP,Midfilder,139,0
"559,000",24,Mainz 05,Bundesliga,MAR,Midfilder,87,18
"559,000",21,Salernitana,Serie A,AUT,Defender,55,0
"554,000",22,Sporting CP,Primiera Liga,URU,Goalkeeper,53,0
"554,000",27,Vigo,La Liga,PER,Defender,180,75
"552,000",25,Bologna,Serie A,SUI,Midfilder,176,10
"552,000",28,Verona,Serie A,FRA,Midfilder,210,0
"552,000",22,Lazio,Serie A,ESP,Defender,74,0
"552,000",26,Empoli,Serie A,SVN,Defender,216,37
"552,000",27,Udinese,Serie A,BRA,Midfilder,216,5
"552,000",19,Atalanta,Serie A,DEN,Forward,37,0
"544,000",24,Toulouse FC,Ligue 1 Uber Eats,SRB,Forward,172,3
"543,000",23,Brianza,Serie A,BRA,Defender,87,0
"542,000",20,Rennes,Ligue 1 Uber Eats,FRA,Defender,65,0
"542,000",25,Getafe,La Liga,ESP,Midfilder,183,0
"542,000",34,Getafe,La Liga,URU,Defender,420,6
"541,000",35,Brest,Ligue 1 Uber Eats,FRA,Forward,338,30
"541,000",33,Cadiz,La Liga,ESP,Defender,391,0
"541,000",24,FC Augsburg,Bundesliga,POL,Defender,168,3
"538,000",23,FC Nantes,Ligue 1 Uber Eats,CMR,Forward,108,11
"538,000",25,Troyes,Ligue 1 Uber Eats,USA,Defender,143,4
"538,000",23,Valencia,La Liga,POR,Defender,61,0
"538,000",22,LOSC,Ligue 1 Uber Eats,ENG,Midfilder,62,0
"538,000",21,VfB Stuttgart,Bundesliga,GER,Defender,77,0
